Sentence: 0	[subject, predicate, object, confidence level] 

Sentence: 552	[majority rule,be,balanced,1.0]  

Sentence: 552	[majority rule,had,balanced by constitutional restraints in system,1.0]  

Sentence: 552	[majority rule,be balanced by,constitutional restraints,1.0]  

Sentence: 552	[He,denounced,secession,1.0]  

Sentence: 552	[majority rule,had,balanced by constitutional restraints,1.0]  

Sentence: 552	[majority rule,be balanced by,constitutional restraints in American system,1.0]  

Sentence: 552	[constitutional restraints,is in,American system,1.0]  

Sentence: 552	[majority rule,be balanced by,restraints in American system,1.0]  

Sentence: 552	[majority rule,had,balanced by restraints,1.0]  

Sentence: 552	[He,denounced secession as,anarchy,1.0]  

Sentence: 552	[majority rule,be balanced by,constitutional restraints in system,1.0]  

Sentence: 552	[majority rule,had,balanced by restraints in American system,1.0]  

Sentence: 552	[majority rule,had,balanced by constitutional restraints in American system,1.0]  

 
 
Sentence: 554	[Other enactments Lincoln,adhered to,Whig theory of presidency,1.0]  

Sentence: 554	[responsibility,writing,laws,0.840710053268007]  

Sentence: 554	[primary responsibility,writing,laws,0.840710053268007]  

Sentence: 554	[enactments Lincoln,adhered to,Whig theory of presidency,1.0]  

Sentence: 554	[Other enactments Lincoln,adhered to,Whig theory,1.0]  

Sentence: 554	[enactments Lincoln,adhered to,Whig theory,1.0]  

Sentence: 554	[Executive,enforced,them,1.0]  

 
Sentence: 555	[Lincoln,vetoed,four bills passed,1.0]  

Sentence: 555	[important one,was,Wade-Davis Bill with its program of Reconstruction,1.0]  

Sentence: 555	[one,was,Wade-Davis Bill with its program of Reconstruction,1.0]  

Sentence: 555	[Lincoln,vetoed,four bills passed by Congress,1.0]  

Sentence: 555	[important one,was,Wade-Davis Bill with its harsh program,1.0]  

Sentence: 555	[Lincoln,vetoed,four bills,1.0]  

Sentence: 555	[Wade-Davis Bill,is with,its harsh program of Reconstruction,1.0]  

Sentence: 555	[important one,was,Wade-Davis Bill with its harsh program of Reconstruction,1.0]  

Sentence: 555	[Lincoln,only vetoed,four bills,1.0]  

Sentence: 555	[important one,was,Wade-Davis Bill,1.0]  

Sentence: 555	[important one,was,Wade-Davis Bill with its program,1.0]  

Sentence: 555	[one,was,Wade-Davis Bill with its program,1.0]  

Sentence: 555	[one,was,Wade-Davis Bill with its harsh program,1.0]  

Sentence: 555	[Lincoln,only vetoed,four bills passed by Congress,1.0]  

Sentence: 555	[one,was,Wade-Davis Bill with its harsh program of Reconstruction,1.0]  

Sentence: 555	[one,was,Wade-Davis Bill,1.0]  

Sentence: 555	[Lincoln,only vetoed,four bills passed,1.0]  

 
Sentence: 556	[He,signed,Homestead Act,1.0]  

Sentence: 556	[He,signed,Homestead Act in 1862,1.0]  

Sentence: 556	[He,making at,cost,1.0]  

Sentence: 556	[He,making at,low cost,1.0]  

Sentence: 556	[He,making at,very low cost,1.0]  

Sentence: 556	[government-held land,is in,West,1.0]  

Sentence: 556	[Homestead Act,is in,1862,1.0]  

 
Sentence: 557	[Morrill Land-Grant Colleges Act,provided government grants in,state,1.0]  

Sentence: 557	[Morrill Land-Grant Colleges Act,signed in,1862,0.902390413959536]  

Sentence: 557	[Morrill Land-Grant Colleges Act,also signed in,1862,0.902390413959536]  

 
Sentence: 558	[Pacific Railway Acts,granted,federal support for construction of United States ' First Transcontinental Railroad,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,support for construction of United States ' Transcontinental Railroad,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,federal support for construction of United States ' Transcontinental Railroad,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,support,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,support for construction of United States ' First Transcontinental Railroad,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,federal support,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,support for construction,1.0]  

Sentence: 558	[Pacific Railway Acts,granted,federal support for construction,1.0]  

 
Sentence: 559	[measures,is in,1850s,1.0]  

Sentence: 559	[senators,had opposed,measures,1.0]  

Sentence: 559	[senators,measures in,1850s,0.7679833225354962]  

Sentence: 559	[passage,was made by,absence of Southern congressmen,1.0]  

Sentence: 559	[passage,was made by,absence,1.0]  

Sentence: 559	[senators,had opposed,measures in 1850s,1.0]  

Sentence: 559	[passage,was made,possible,1.0]  

Sentence: 559	[passage,was,made,1.0]  

 
Sentence: 560	[Lincoln Cabinet Office,Name,Term President Abraham Lincoln,1.0]  

 
Sentence: 561	[policy,is with,long precedent,1.0]  

 
Sentence: 562	[Lincoln,signed,Morrill Tariff,1.0]  

Sentence: 562	[Lincoln,signed,first having become under James Buchanan,1.0]  

Sentence: 562	[Lincoln,signed,first having become,1.0]  

Sentence: 562	[Lincoln,signed Morrill Tariff In,1861,1.0]  

Sentence: 562	[Lincoln,signed,first,1.0]  

Sentence: 562	[Lincoln,signed,second Morrill Tariff,1.0]  

 
Sentence: 563	[Lincoln,signed,Revenue Act of 1861,1.0]  

Sentence: 563	[Lincoln,Also signed,Revenue Act,1.0]  

Sentence: 563	[Lincoln,signed Revenue Act in,1861,1.0]  

Sentence: 563	[Lincoln,signed,Revenue Act,1.0]  

Sentence: 563	[Lincoln,Also signed,Revenue Act of 1861,1.0]  

Sentence: 563	[Lincoln,creating,U.S. income tax,1.0]  

Sentence: 563	[Lincoln,Also signed Revenue Act in,1861,1.0]  

Sentence: 563	[Lincoln,creating,first U.S. income tax,1.0]  

 
 
Sentence: 565	[Lincoln,also presided over,expansion of federal government 's influence,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's economic influence in areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's influence in areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's economic influence in several areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's economic influence in several other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's economic influence in several other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's influence in areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's influence in several areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's economic influence in areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's economic influence in other areas,1.0]  

Sentence: 565	[federal government,of,economic influence in several other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's influence in several areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's influence,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's economic influence in several other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's influence in several other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's economic influence,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's economic influence in areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's economic influence in several areas,1.0]  

Sentence: 565	[federal government 's economic influence,is in,several other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's economic influence,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's influence in several areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's economic influence in other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's economic influence,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's economic influence in areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's influence in several other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's influence in areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's economic influence,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's influence in several areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's influence in several other areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's economic influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's influence,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of government 's economic influence in several other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's economic influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of government 's influence,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's influence in several other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's economic influence in several areas,1.0]  

Sentence: 565	[Lincoln,also presided over,expansion of federal government 's economic influence in several areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's influence in other areas,1.0]  

Sentence: 565	[Lincoln,presided over,expansion of federal government 's influence in areas,1.0]  

 
Sentence: 566	[creation,provided,network in country,1.0]  

Sentence: 566	[creation,provided,financial network in country,1.0]  

Sentence: 566	[creation,provided,strong financial network in country,1.0]  

Sentence: 566	[creation,provided,network,1.0]  

Sentence: 566	[strong financial network,is in,country,1.0]  

Sentence: 566	[creation,provided,strong network,1.0]  

Sentence: 566	[creation,provided,strong financial network,1.0]  

Sentence: 566	[creation,provided,financial network,1.0]  

Sentence: 566	[creation,provided,strong network in country,1.0]  

 
Sentence: 567	[It,established,currency,1.0]  

Sentence: 567	[It,also established,currency,1.0]  

Sentence: 567	[It,also established,national currency,1.0]  

Sentence: 567	[It,established,national currency,1.0]  

 
Sentence: 568	[Congress,created,Department,1.0]  

Sentence: 568	[Congress,created Department In,1862,1.0]  

Sentence: 568	[Congress,created,Department of Agriculture,1.0]  

Sentence: 568	[Lincoln,with,approval,1.0]  

Sentence: 568	[Congress,created Department with,Lincoln 's approval,1.0]  

 
Sentence: 569	[Lincoln,sent,senior general,1.0]  

Sentence: 569	[Lincoln,put down Sioux Uprising in,Minnesota,1.0]  

Sentence: 569	[Lincoln,put down,Sioux Uprising,1.0]  

Sentence: 569	[Lincoln,sent,John Pope,1.0]  

Sentence: 569	[Lincoln,sent,general,1.0]  

 
Sentence: 570	[one,was,later reprieved,0.7438947739000868]  

Sentence: 570	[Lincoln,conducted,his personal review of each warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his own personal review of each warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his own personal review,1.0]  

Sentence: 570	[Lincoln,conducted,his personal review of each of warrants,1.0]  

Sentence: 570	[Lincoln,Presented with,303 execution warrants for Santee Dakota,1.0]  

Sentence: 570	[Lincoln,conducted,his review of each of warrants,1.0]  

Sentence: 570	[Lincoln,Presented with,303 execution warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his review of each warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his own review of each of warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his own personal review of each of warrants,1.0]  

Sentence: 570	[Lincoln,eventually approving,39,1.0]  

Sentence: 570	[Lincoln,Presented with,303 execution warrants for convicted Santee Dakota,1.0]  

Sentence: 570	[Lincoln,approving,39,1.0]  

Sentence: 570	[one,was,reprieved,0.7438947739000868]  

Sentence: 570	[Lincoln,conducted,his personal review,1.0]  

Sentence: 570	[Lincoln,conducted,his own review of each warrants,1.0]  

Sentence: 570	[Lincoln,conducted,his review,1.0]  

Sentence: 570	[Lincoln,conducted,his own review,1.0]  

 
Sentence: 571	[President Lincoln,reform,federal Indian policy,1.0]  

Sentence: 571	[President Lincoln,reform,federal policy,1.0]  

Sentence: 571	[President Lincoln,reform,policy,1.0]  

Sentence: 571	[President Lincoln,reform,Indian policy,1.0]  

 
Sentence: 572	[Grant,of,casualties in campaign against Lee,1.0]  

Sentence: 572	[Grant 's casualties,is in,his campaign against Lee,1.0]  

 
Sentence: 573	[editors,however published,false draft proclamation,1.0]  

Sentence: 573	[editors,published,false draft proclamation,1.0]  

 
Sentence: 574	[Lincoln 's reaction,send,strongest,1.0]  

Sentence: 574	[Lincoln,has,reaction,1.0]  

Sentence: 574	[Lincoln 's reaction,send,strongest of messages,1.0]  

Sentence: 574	[military,seize,two papers,1.0]  

Sentence: 574	[he,ordered,military,1.0]  

 
Sentence: 575	[seizure,lasted for,two days,1.0]  

 
Sentence: 576	[Lincoln,is largely responsible for,institution of Thanksgiving holiday,1.0]  

Sentence: 576	[Lincoln,is,largely responsible,1.0]  

Sentence: 576	[Lincoln,is largely responsible for,institution,1.0]  

Sentence: 576	[Lincoln,is responsible for,institution of Thanksgiving holiday in United States,1.0]  

Sentence: 576	[Lincoln,is largely responsible for,institution of Thanksgiving holiday in United States,1.0]  

Sentence: 576	[Thanksgiving holiday,is in,United States,1.0]  

Sentence: 576	[Lincoln,is responsible for,institution of Thanksgiving holiday,1.0]  

Sentence: 576	[Lincoln,is,responsible,1.0]  

Sentence: 576	[Lincoln,is responsible for,institution,1.0]  

 
Sentence: 577	[regional holiday,had,had proclaimed by federal government only sporadically,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed by federal government sporadically,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed by government,1.0]  

Sentence: 577	[holiday,had,had proclaimed by federal government only sporadically,1.0]  

Sentence: 577	[holiday,had,had proclaimed,1.0]  

Sentence: 577	[holiday,had,had proclaimed sporadically,1.0]  

Sentence: 577	[holiday,had,had proclaimed by government,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed only sporadically,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed by government sporadically,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed sporadically,1.0]  

Sentence: 577	[holiday,had,had proclaimed by federal government,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed by federal government,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed by government only sporadically,1.0]  

Sentence: 577	[Lincoln,Before,presidency,1.0]  

Sentence: 577	[holiday,had,had proclaimed by government only sporadically,1.0]  

Sentence: 577	[holiday,had,had proclaimed only sporadically,1.0]  

Sentence: 577	[regional holiday,is in,New England,1.0]  

Sentence: 577	[holiday,had,had proclaimed by government sporadically,1.0]  

Sentence: 577	[regional holiday,had,had proclaimed,1.0]  

Sentence: 577	[holiday,had,had proclaimed by federal government sporadically,1.0]  

 
Sentence: 578	[such proclamation,had during,had James Madison 's presidency before,1.0]  

Sentence: 578	[last proclamation,had during,had James Madison 's presidency before,1.0]  

Sentence: 578	[last such proclamation,had during,had James Madison 's presidency before,1.0]  

Sentence: 578	[last proclamation,had during,had James Madison 's presidency 50 years before,1.0]  

Sentence: 578	[proclamation,had during,had James Madison 's presidency before,1.0]  

Sentence: 578	[last such proclamation,had during,had James Madison 's presidency,1.0]  

Sentence: 578	[such proclamation,had during,had James Madison 's presidency,1.0]  

Sentence: 578	[last such proclamation,had during,had James Madison 's presidency 50 years before,1.0]  

Sentence: 578	[proclamation,had during,had James Madison 's presidency 50 years before,1.0]  

Sentence: 578	[proclamation,had during,had James Madison 's presidency,1.0]  

Sentence: 578	[last proclamation,had during,had James Madison 's presidency,1.0]  

Sentence: 578	[such proclamation,had during,had James Madison 's presidency 50 years before,1.0]  

 
Sentence: 579	[Lincoln,declared in,November,1.0]  

Sentence: 579	[Lincoln,declared,day,1.0]  

Sentence: 579	[Lincoln,declared at_time,Thursday,1.0]  

Sentence: 579	[Lincoln,declared In,1863,1.0]  

Sentence: 579	[Lincoln,declared in,November of year,1.0]  

Sentence: 579	[Lincoln,be,day,1.0]  

Sentence: 579	[Lincoln,be day of,Thanksgiving,1.0]  

Sentence: 579	[Lincoln,declared at_time,final Thursday,1.0]  

Sentence: 579	[Lincoln,declared,day of Thanksgiving,1.0]  

 
Sentence: 580	[Lincoln,approved,Yosemite Grant,1.0]  

Sentence: 580	[Lincoln,approved,Yosemite Grant enacted,1.0]  

Sentence: 580	[Lincoln,approved,Yosemite Grant enacted by Congress,1.0]  

Sentence: 580	[Lincoln,approved Yosemite Grant In,June 1864,1.0]  

 
Sentence: 581	[List,be,Chief Justice,0.9499701857580811]  

Sentence: 581	[List,was,Lincoln 's choice Chief Justice,0.7069254873945198]  

Sentence: 581	[federal judges,List of was,Lincoln 's choice Chief Justice of United States,0.7069254873945198]  

Sentence: 581	[List,was,Lincoln 's choice Chief Justice of United States,0.7069254873945198]  

Sentence: 581	[Lincoln,has,choice Chief Justice of United States,1.0]  

Sentence: 581	[List,be,Chief Justice of United States,0.9499701857580811]  

Sentence: 581	[judges,List of was,Lincoln 's choice Chief Justice,0.7069254873945198]  

Sentence: 581	[judges,List of was,Lincoln 's choice Chief Justice of United States,0.7069254873945198]  

Sentence: 581	[federal judges,List of was,Lincoln 's choice Chief Justice,0.7069254873945198]  

 
Sentence: 582	[we,should despise,him,1.0]  

 
Sentence: 583	[we,must take,man,1.0]  

Sentence: 583	[we,Therefore must take,man,1.0]  

Sentence: 583	[opinions,are,known,1.0]  

 
Sentence: 584	[Lincoln,made,five appointments,1.0]  

 
Sentence: 585	[Noah Haynes Swayne,nominated at_time,January 21 1862,1.0]  

 
Sentence: 586	[Miller,was,avowed,1.0]  

 
Sentence: 587	[Lincoln,has,campaign manager in 1860,1.0]  

Sentence: 587	[David Davis,nominated at_time,December 1 1862,1.0]  

Sentence: 587	[David Davis,served as,judge,1.0]  

Sentence: 587	[David Davis,manager in,1860,1.0]  

Sentence: 587	[Lincoln,in,Illinois court circuit,1.0]  

Sentence: 587	[David Davis,also served as,judge in Lincoln 's Illinois court circuit,1.0]  

Sentence: 587	[judge,is in,Lincoln 's Illinois court circuit,1.0]  

Sentence: 587	[Lincoln 's campaign manager,is in,1860,1.0]  

Sentence: 587	[David Davis,appointed at_time,December 8 1862,1.0]  

Sentence: 587	[David Davis,also served as,judge,1.0]  

Sentence: 587	[David Davis,served as,judge in Lincoln 's Illinois court circuit,1.0]  

 
Sentence: 588	[Stephen Johnson Field,provided,balance,1.0]  

Sentence: 588	[Stephen Johnson Field,was,nominated,1.0]  

Sentence: 588	[balance,balance as,Democrat,1.0]  

Sentence: 588	[geographic balance,balance to,court,1.0]  

Sentence: 588	[geographic balance,balance as,Democrat,1.0]  

Sentence: 588	[geographic balance,political balance as,Democrat,1.0]  

Sentence: 588	[Stephen Johnson Field,provided,geographic balance,1.0]  

Sentence: 588	[balance,political balance as,Democrat,1.0]  

Sentence: 588	[balance,political balance to,court,1.0]  

Sentence: 588	[Stephen Johnson Field,appointed at_time,March 10 1863,1.0]  

Sentence: 588	[geographic balance,political balance to,court,1.0]  

Sentence: 588	[balance,balance to,court,1.0]  

 
Sentence: 589	[Lincoln,has,Treasury Secretary,1.0]  

Sentence: 589	[Lincoln,'s Secretary is,Salmon P.,1.0]  

 
Sentence: 590	[Chase,was,nominated,1.0]  

Sentence: 590	[Chase,appointed at_time,day,1.0]  

Sentence: 590	[Chase,appointed on,December 6 1864,1.0]  

Sentence: 590	[Chase,was nominated as,Chief Justice,1.0]  

Sentence: 590	[Chase,appointed at_time,same day,1.0]  

 
Sentence: 591	[Chase,was,able,1.0]  

 
 
 
Sentence: 594	[material,may,may challenged,1.0]  

Sentence: 594	[Unsourced material,may,may challenged,1.0]  

 
 
Sentence: 596	[his time,is in,office,1.0]  

 
Sentence: 597	[commonwealth,declared,its secession,1.0]  

Sentence: 597	[States,admitted to,Union West Virginia,1.0]  

Sentence: 597	[commonwealth,declared,its secession from Union,1.0]  

 
Sentence: 598	[West Virginia 's constitution,was required As,condition,1.0]  

Sentence: 598	[West Virginia 's constitution,was required As,condition for its admission,1.0]  

Sentence: 598	[West Virginia 's constitution,was required,provide,1.0]  

Sentence: 598	[West Virginia 's constitution,provide for,gradual abolition,1.0]  

Sentence: 598	[West Virginia 's constitution,was required,provide for gradual abolition of slavery,1.0]  

Sentence: 598	[West Virginia,has,constitution,1.0]  

Sentence: 598	[West Virginia 's constitution,provide for,gradual abolition of slavery,1.0]  

Sentence: 598	[West Virginia 's constitution,was required,provide for abolition of slavery,1.0]  

Sentence: 598	[West Virginia 's constitution,provide for,abolition,1.0]  

Sentence: 598	[West Virginia 's constitution,was,required,1.0]  

Sentence: 598	[West Virginia 's constitution,provide for,abolition of slavery,1.0]  

Sentence: 598	[West Virginia 's constitution,was required,provide for gradual abolition,1.0]  

Sentence: 598	[West Virginia 's constitution,was required,provide for abolition,1.0]  

 
Sentence: 599	[Nevada,was,admitted as state on October 31 1864,1.0]  

Sentence: 599	[Nevada,was admitted on,October 31 1864,1.0]  

Sentence: 599	[Nevada,was admitted as,state,1.0]  

Sentence: 599	[Nevada,was,admitted,1.0]  

Sentence: 599	[Nevada,was admitted as,free state,1.0]  

Sentence: 599	[Nevada,was,admitted as free state on October 31 1864,1.0]  

Sentence: 599	[third State,is in,far-west of continent,1.0]  

 
Sentence: 600	[Ford,of,Theatre,1.0]  

Sentence: 600	[burial,are,assassin John Wilkes Booth,0.6095859521888652]  

 
Sentence: 601	[he,had,contacts with secret service,1.0]  

Sentence: 601	[he,had,contacts,1.0]  

Sentence: 601	[contacts,is with,Confederate secret service,1.0]  

Sentence: 601	[John Wilkes Booth,spy from,Maryland,1.0]  

Sentence: 601	[he,had,contacts with Confederate secret service,1.0]  

Sentence: 601	[he,had,contacts with Confederate service,1.0]  

Sentence: 601	[John Wilkes Booth,Confederate spy from,Maryland,1.0]  

Sentence: 601	[Booth,was,well-known,1.0]  

Sentence: 601	[John Wilkes Booth,was,actor,1.0]  

Sentence: 601	[John Wilkes Booth,was,well-known actor,1.0]  

Sentence: 601	[he,had,contacts with service,1.0]  

 
Sentence: 602	[plan,very similar to,one Thomas N.,0.8921522942273137]  

Sentence: 602	[Booth,formulated,plan,1.0]  

Sentence: 602	[Booth,formulated,plan similar to one of Thomas N.,1.0]  

Sentence: 602	[Booth,formulated,plan very similar to one of Thomas N.,1.0]  

Sentence: 602	[Booth,formulated plan In,1864,1.0]  

Sentence: 602	[Booth,formulated,plan similar,1.0]  

Sentence: 602	[Booth,formulated,plan similar to one Thomas N.,1.0]  

Sentence: 602	[plan,very similar to,one of Thomas N.,0.8921522942273137]  

Sentence: 602	[plan,similar to,one Thomas N.,0.8921522942273137]  

Sentence: 602	[plan,similar to,one of Thomas N.,0.8921522942273137]  

Sentence: 602	[Booth,formulated,plan very similar to one Thomas N.,1.0]  

Sentence: 602	[Booth,formulated,plan very similar,1.0]  

 
Sentence: 603	[Conrad,previously authorized by,Confederacy,0.9709545990397357]  

Sentence: 603	[Conrad,kidnap Lincoln in,exchange for release,1.0]  

Sentence: 603	[Conrad,kidnap Lincoln in,exchange for release of Confederate prisoners,1.0]  

Sentence: 603	[Conrad,kidnap Lincoln in,exchange,1.0]  

Sentence: 603	[Conrad,authorized by,Confederacy,0.9709545990397357]  

Sentence: 603	[Conrad,kidnap Lincoln in,exchange for release of prisoners,1.0]  

Sentence: 603	[Conrad,kidnap,Lincoln,1.0]  

 
Sentence: 604	[Booth,became,determined,1.0]  

Sentence: 604	[Lincoln,promoted,voting rights,1.0]  

Sentence: 604	[Booth,changed,his plans,1.0]  

Sentence: 604	[incensed Booth,became,determined,1.0]  

Sentence: 604	[Lincoln,promoted,voting rights for blacks,1.0]  

Sentence: 604	[incensed Booth,changed,his plans,1.0]  

 
Sentence: 605	[plan,is with,co-conspirators,1.0]  

Sentence: 605	[Ford,has,Theatre,1.0]  

Sentence: 605	[Grant,attending,Ford 's Theatre,1.0]  

Sentence: 605	[President,attending,Ford 's Theatre,1.0]  

Sentence: 605	[Booth,formulated,Vice President Johnson,1.0]  

 
Sentence: 606	[Ward Hill Lamon,left Without,his bodyguard,1.0]  

Sentence: 606	[Ward Hill Lamon,left Without,his main bodyguard,1.0]  

 
Sentence: 607	[Grant,decided,go,1.0]  

Sentence: 607	[Grant,go to,New Jersey,1.0]  

Sentence: 607	[Grant,decided,go to New Jersey,1.0]  

Sentence: 607	[Grant,decided At,last minute,1.0]  

Sentence: 607	[Grant,decided At,minute,1.0]  

 
Sentence: 608	[Lincoln 's bodyguard,left,Ford 's Theater,1.0]  

Sentence: 608	[Lincoln 's bodyguard,drink at_time,next door,1.0]  

Sentence: 608	[Lincoln,'s bodyguard is,John Parker,1.0]  

Sentence: 608	[Lincoln 's bodyguard,drink at,saloon,1.0]  

Sentence: 608	[Lincoln,has,bodyguard,1.0]  

Sentence: 608	[Ford,has,Theater,1.0]  

Sentence: 608	[Lincoln 's bodyguard,drink at_time,door,1.0]  

 
Sentence: 609	[unguarded President,sat in,balcony,1.0]  

Sentence: 609	[unguarded President,sat in,his state box,1.0]  

Sentence: 609	[President,sat in,balcony,1.0]  

Sentence: 609	[President,sat in,his state box,1.0]  

 
Sentence: 610	[Booth,wounding,President,1.0]  

Sentence: 610	[Booth,aimed at,back,1.0]  

Sentence: 610	[Lincoln,of,head,1.0]  

Sentence: 610	[Booth,aimed at,back of Lincoln 's head,1.0]  

Sentence: 610	[Booth,fired at,point-blank range,1.0]  

Sentence: 610	[Booth,Seizing,opportunity,1.0]  

Sentence: 610	[Booth,fired at,range,1.0]  

Sentence: 610	[Booth,crept up from,behind,1.0]  

Sentence: 610	[Booth,mortally wounding,President,1.0]  

 
 
Sentence: 612	[Booth,was,tracked,1.0]  

Sentence: 612	[Booth,was tracked on,run for 12 days,1.0]  

Sentence: 612	[Booth,being on,run,1.0]  

Sentence: 612	[Booth,was tracked down on,run for 12 days,1.0]  

Sentence: 612	[Booth,found on,farm in Virginia,1.0]  

Sentence: 612	[Booth,was tracked down on,run,1.0]  

Sentence: 612	[Booth,was tracked on,run,1.0]  

Sentence: 612	[Booth,was,tracked 70 miles south of Washington,1.0]  

Sentence: 612	[Booth,found on,farm,1.0]  

Sentence: 612	[Booth,being on,run for 12 days,1.0]  

Sentence: 612	[Booth,was,tracked down,1.0]  

Sentence: 612	[Booth,was,tracked down 70 miles south,1.0]  

Sentence: 612	[Booth,was,tracked 70 miles south,1.0]  

Sentence: 612	[farm,is in,Virginia,1.0]  

Sentence: 612	[Booth,was,tracked down 70 miles south of Washington,1.0]  

 
Sentence: 613	[Booth,was killed,refusing,1.0]  

Sentence: 613	[Booth,was killed by,Sergeant Boston Corbett,1.0]  

Sentence: 613	[Booth,was,killed by Sergeant Boston Corbett on April 26,1.0]  

Sentence: 613	[Booth,refusing,surrender to Union troops,1.0]  

Sentence: 613	[Booth,was killed on,April 26,1.0]  

Sentence: 613	[Booth,refusing,surrender,1.0]  

Sentence: 613	[Booth,was,killed,1.0]  

 
 
Sentence: 615	[President,began,breathe,1.0]  

Sentence: 615	[President,began,breathe naturally,1.0]  

Sentence: 615	[President,began,breathe more naturally,1.0]  

 
Sentence: 616	[dying President,was,taken across street to Petersen House,1.0]  

Sentence: 616	[dying President,was,taken,1.0]  

Sentence: 616	[President,was taken to,Petersen House,1.0]  

Sentence: 616	[President,was,taken,1.0]  

Sentence: 616	[dying President,was taken to,Petersen House,1.0]  

Sentence: 616	[dying President,was taken across,street,1.0]  

Sentence: 616	[President,was,taken across street to Petersen House,1.0]  

Sentence: 616	[President,was taken across,street,1.0]  

 
